farm_id,crop_variety,genomic_drought_resistance,genomic_disease_resistance,avg_temperature,total_rainfall_mm,satellite_ndvi,disease_severity,yield_percentage
FARM_3646,IR-64 (Standard),0.27,0.22,34.3,507.7,0.614,0.2,74.9
FARM_3647,IR-64 (Standard),0.26,0.7,30.7,190.6,0.433,0.15,15.4
FARM_3648,Swarna-Sub1 (Flood Tolerant),0.11,0.5,22.8,105.6,0.1,0.36,0.0
FARM_3649,IR-64 (Standard),0.38,0.41,24.2,352.4,0.678,0.19,84.0
FARM_3650,IR-64 (Standard),0.42,0.39,23.0,83.0,0.1,0.42,0.0
FARM_3651,IR-64 (Standard),0.37,0.72,33.0,294.5,0.699,0.13,91.6
FARM_3652,IR-64 (Standard),0.16,0.32,26.0,642.3,0.73,0.22,87.1
FARM_3653,IR-64 (Standard),0.14,0.3,33.3,402.8,0.754,0.34,74.3
FARM_3654,Swarna-Sub1 (Flood Tolerant),0.33,0.33,27.8,799.5,0.71,0.36,70.2
FARM_3655,IR-64 (Standard),0.26,0.58,33.2,386.4,0.666,0.28,89.2
FARM_3656,Swarna-Sub1 (Flood Tolerant),0.27,0.69,29.0,610.6,0.706,0.21,90.9
FARM_3657,IR-64 (Standard),0.49,0.4,33.8,394.1,0.692,0.12,96.2
FARM_3658,Sahbhagi-Dhan (Drought Tolerant),0.71,0.3,26.8,456.8,0.807,0.11,90.6
FARM_3659,Sahbhagi-Dhan (Drought Tolerant),0.94,0.33,27.1,421.5,0.603,0.55,61.3
FARM_3660,Sahbhagi-Dhan (Drought Tolerant),0.81,0.57,28.2,611.2,0.743,0.04,100.0
FARM_3661,Sahbhagi-Dhan (Drought Tolerant),0.96,0.35,33.3,644.9,0.795,0.05,97.2
FARM_3662,Swarna-Sub1 (Flood Tolerant),0.37,0.73,25.7,912.3,0.672,0.13,97.4
FARM_3663,Swarna-Sub1 (Flood Tolerant),0.44,0.26,27.7,503.0,0.765,0.13,91.5
FARM_3664,IR-64 (Standard),0.38,0.22,29.0,609.6,0.786,0.2,89.3
FARM_3665,Sahbhagi-Dhan (Drought Tolerant),0.75,0.25,31.6,294.6,0.633,0.46,76.4
FARM_3666,Swarna-Sub1 (Flood Tolerant),0.11,0.71,28.4,637.5,0.6,0.54,82.0
FARM_3667,IR-64 (Standard),0.49,0.59,32.3,505.0,0.679,0.43,81.6
FARM_3668,IR-64 (Standard),0.49,0.77,27.0,-32.5,0.1,0.19,0.0
FARM_3669,Swarna-Sub1 (Flood Tolerant),0.32,0.4,34.0,326.2,0.556,0.34,78.2
FARM_3670,Sahbhagi-Dhan (Drought Tolerant),0.95,0.33,33.0,85.3,0.15,0.01,89.6
FARM_3671,IR-64 (Standard),0.32,0.54,27.7,352.3,0.811,0.08,98.6
FARM_3672,Sahbhagi-Dhan (Drought Tolerant),0.9,0.52,32.9,561.3,0.756,0.15,98.4
FARM_3673,Sahbhagi-Dhan (Drought Tolerant),0.82,0.55,25.6,440.2,0.602,0.51,75.5
FARM_3674,Sahbhagi-Dhan (Drought Tolerant),0.81,0.41,30.6,623.2,0.679,0.41,77.8
FARM_3675,IR-64 (Standard),0.13,0.2,26.8,30.5,0.1,0.4,0.0
FARM_3676,Sahbhagi-Dhan (Drought Tolerant),0.82,0.22,31.3,691.7,0.693,0.25,76.8
FARM_3677,IR-64 (Standard),0.15,0.6,29.3,549.1,0.829,0.09,100.0
FARM_3678,Sahbhagi-Dhan (Drought Tolerant),0.95,0.51,27.0,247.0,0.414,0.62,65.6
FARM_3679,IR-64 (Standard),0.31,0.69,23.7,495.0,0.653,0.29,87.5
FARM_3680,Sahbhagi-Dhan (Drought Tolerant),0.9,0.38,29.1,938.2,0.744,0.43,65.7
FARM_3681,Swarna-Sub1 (Flood Tolerant),0.15,0.69,34.8,793.0,0.717,0.11,100.0
FARM_3682,Sahbhagi-Dhan (Drought Tolerant),0.7,0.46,31.1,835.5,0.474,0.57,60.2
FARM_3683,Sahbhagi-Dhan (Drought Tolerant),0.75,0.26,23.7,457.4,0.617,0.29,70.5
FARM_3684,IR-64 (Standard),0.19,0.79,29.1,727.3,0.635,0.56,90.9
FARM_3685,IR-64 (Standard),0.45,0.51,34.8,762.0,0.824,0.1,94.2
FARM_3686,Sahbhagi-Dhan (Drought Tolerant),0.71,0.58,28.8,291.2,0.607,0.29,87.1
FARM_3687,Swarna-Sub1 (Flood Tolerant),0.18,0.6,26.1,758.1,0.69,0.2,90.5
FARM_3688,Swarna-Sub1 (Flood Tolerant),0.21,0.42,37.0,712.8,0.733,0.1,88.8
FARM_3689,IR-64 (Standard),0.46,0.65,25.7,365.4,0.811,0.08,100.0
FARM_3690,Swarna-Sub1 (Flood Tolerant),0.47,0.72,29.1,518.7,0.602,0.35,96.9
FARM_3691,Sahbhagi-Dhan (Drought Tolerant),0.77,0.43,27.5,771.6,0.708,0.35,78.8
FARM_3692,IR-64 (Standard),0.38,0.59,32.6,488.4,0.736,0.18,86.9
FARM_3693,Sahbhagi-Dhan (Drought Tolerant),0.79,0.65,31.9,676.7,0.458,0.79,72.7
FARM_3694,IR-64 (Standard),0.42,0.31,26.4,405.7,0.616,0.4,68.1
FARM_3695,IR-64 (Standard),0.22,0.4,27.2,281.0,0.466,0.65,43.4
FARM_3696,IR-64 (Standard),0.3,0.27,30.6,260.2,0.622,0.09,75.4
FARM_3697,IR-64 (Standard),0.37,0.56,30.9,443.7,0.681,0.21,94.9
FARM_3698,Swarna-Sub1 (Flood Tolerant),0.11,0.68,29.1,587.7,0.86,0.11,95.0
FARM_3699,Sahbhagi-Dhan (Drought Tolerant),0.89,0.57,28.8,148.6,0.176,0.37,66.1
FARM_3700,Sahbhagi-Dhan (Drought Tolerant),0.7,0.31,25.1,885.2,0.724,0.3,76.4
FARM_3701,Sahbhagi-Dhan (Drought Tolerant),0.7,0.53,37.4,713.6,0.678,0.32,73.6
FARM_3702,IR-64 (Standard),0.48,0.7,32.6,602.8,0.726,0.22,91.2
FARM_3703,Swarna-Sub1 (Flood Tolerant),0.11,0.38,30.0,663.2,0.578,0.52,73.5
FARM_3704,Sahbhagi-Dhan (Drought Tolerant),0.89,0.7,33.9,370.5,0.815,0.1,96.8
FARM_3705,Swarna-Sub1 (Flood Tolerant),0.19,0.67,29.2,204.8,0.385,0.26,9.8
FARM_3706,IR-64 (Standard),0.12,0.21,26.7,582.0,0.653,0.28,84.8
FARM_3707,Sahbhagi-Dhan (Drought Tolerant),0.98,0.34,31.4,708.8,0.556,0.28,84.2
FARM_3708,Swarna-Sub1 (Flood Tolerant),0.41,0.53,30.6,401.2,0.633,0.31,87.3
FARM_3709,IR-64 (Standard),0.4,0.63,36.7,311.2,0.689,0.26,72.6
FARM_3710,Swarna-Sub1 (Flood Tolerant),0.18,0.73,27.1,391.6,0.651,0.38,89.4
FARM_3711,Sahbhagi-Dhan (Drought Tolerant),0.78,0.58,26.1,596.2,0.569,0.43,78.5
FARM_3712,Sahbhagi-Dhan (Drought Tolerant),0.88,0.43,38.4,620.4,0.585,0.27,53.4
FARM_3713,IR-64 (Standard),0.28,0.31,34.7,862.0,0.79,0.3,78.8
FARM_3714,IR-64 (Standard),0.42,0.66,32.5,589.3,0.678,0.31,88.8
FARM_3715,IR-64 (Standard),0.11,0.32,27.3,333.4,0.724,0.15,96.2
FARM_3716,Swarna-Sub1 (Flood Tolerant),0.34,0.62,31.7,440.5,0.772,0.09,93.6
FARM_3717,Swarna-Sub1 (Flood Tolerant),0.39,0.31,24.8,290.6,0.619,0.24,73.5
FARM_3718,Swarna-Sub1 (Flood Tolerant),0.5,0.25,27.9,721.4,0.676,0.45,63.3
FARM_3719,IR-64 (Standard),0.37,0.35,25.3,277.0,0.593,0.27,69.5
FARM_3720,Sahbhagi-Dhan (Drought Tolerant),0.74,0.37,27.0,386.9,0.677,0.22,92.1
FARM_3721,Sahbhagi-Dhan (Drought Tolerant),0.83,0.59,25.2,596.3,0.656,0.29,88.2
FARM_3722,Swarna-Sub1 (Flood Tolerant),0.36,0.3,32.8,819.1,0.665,0.25,79.4
FARM_3723,Swarna-Sub1 (Flood Tolerant),0.31,0.76,37.1,1071.2,0.579,0.41,78.4
FARM_3724,Sahbhagi-Dhan (Drought Tolerant),0.84,0.53,33.9,231.9,0.432,0.41,73.3
FARM_3725,Sahbhagi-Dhan (Drought Tolerant),0.78,0.49,33.0,627.5,0.622,0.52,79.6
FARM_3726,Swarna-Sub1 (Flood Tolerant),0.3,0.46,28.7,495.4,0.613,0.3,89.6
FARM_3727,Swarna-Sub1 (Flood Tolerant),0.26,0.54,30.8,450.1,0.666,0.3,85.6
FARM_3728,Sahbhagi-Dhan (Drought Tolerant),0.84,0.21,25.7,443.4,0.751,0.14,91.3
FARM_3729,IR-64 (Standard),0.19,0.79,24.8,253.1,0.433,0.46,56.5
FARM_3730,Swarna-Sub1 (Flood Tolerant),0.11,0.53,24.2,833.4,0.802,0.09,95.2
FARM_3731,Sahbhagi-Dhan (Drought Tolerant),0.84,0.22,25.1,83.8,0.1,0.59,22.7
FARM_3732,Sahbhagi-Dhan (Drought Tolerant),0.7,0.55,32.7,470.5,0.691,0.33,89.1
FARM_3733,Sahbhagi-Dhan (Drought Tolerant),0.79,0.46,33.2,799.5,0.691,0.27,88.1
FARM_3734,Sahbhagi-Dhan (Drought Tolerant),0.83,0.21,26.4,545.4,0.522,0.6,56.9
FARM_3735,IR-64 (Standard),0.18,0.75,31.2,365.9,0.702,0.06,100.0
FARM_3736,Sahbhagi-Dhan (Drought Tolerant),0.84,0.21,34.6,374.1,0.512,0.62,46.6
FARM_3737,Swarna-Sub1 (Flood Tolerant),0.37,0.55,29.4,675.9,0.718,0.3,93.0
FARM_3738,IR-64 (Standard),0.26,0.78,27.0,438.8,0.69,0.15,97.6
FARM_3739,Sahbhagi-Dhan (Drought Tolerant),0.77,0.34,28.3,493.6,0.719,0.36,76.4
FARM_3740,IR-64 (Standard),0.35,0.35,35.7,624.4,0.712,0.17,82.5
FARM_3741,Swarna-Sub1 (Flood Tolerant),0.49,0.2,29.7,686.0,0.601,0.36,72.9
FARM_3742,Sahbhagi-Dhan (Drought Tolerant),0.7,0.24,38.5,388.4,0.707,0.26,59.8
FARM_3743,Swarna-Sub1 (Flood Tolerant),0.27,0.23,27.3,226.9,0.385,0.32,20.9
FARM_3744,Sahbhagi-Dhan (Drought Tolerant),0.99,0.69,28.0,299.4,0.792,0.12,89.0
FARM_3745,Sahbhagi-Dhan (Drought Tolerant),0.77,0.7,24.4,776.2,0.663,0.24,93.4
FARM_3746,Sahbhagi-Dhan (Drought Tolerant),0.94,0.64,34.3,513.7,0.549,0.37,81.9
FARM_3747,Sahbhagi-Dhan (Drought Tolerant),0.72,0.41,30.4,250.2,0.5,0.27,69.2
FARM_3748,Sahbhagi-Dhan (Drought Tolerant),0.98,0.69,26.4,313.3,0.682,0.1,97.1
FARM_3749,IR-64 (Standard),0.28,0.52,28.6,732.9,0.716,0.31,80.7
FARM_3750,Sahbhagi-Dhan (Drought Tolerant),0.87,0.38,31.9,517.4,0.708,0.36,73.1
FARM_3751,Sahbhagi-Dhan (Drought Tolerant),0.7,0.46,26.7,165.1,0.279,0.11,52.0
FARM_3752,IR-64 (Standard),0.33,0.24,31.4,279.6,0.706,0.26,63.3
FARM_3753,IR-64 (Standard),0.32,0.77,33.6,730.6,0.613,0.36,92.2
FARM_3754,IR-64 (Standard),0.24,0.57,28.3,386.4,0.583,0.5,77.8
FARM_3755,IR-64 (Standard),0.18,0.64,22.6,919.0,0.593,0.38,90.8
FARM_3756,IR-64 (Standard),0.42,0.61,28.9,883.1,0.697,0.05,98.6
FARM_3757,IR-64 (Standard),0.12,0.6,28.0,797.9,0.715,0.26,91.3
FARM_3758,Sahbhagi-Dhan (Drought Tolerant),0.86,0.21,25.0,599.6,0.767,0.27,78.3
FARM_3759,Sahbhagi-Dhan (Drought Tolerant),0.78,0.52,32.3,706.6,0.607,0.43,71.6
FARM_3760,Swarna-Sub1 (Flood Tolerant),0.2,0.69,32.5,488.8,0.725,0.19,93.7
FARM_3761,Sahbhagi-Dhan (Drought Tolerant),1.0,0.23,30.9,494.0,0.622,0.29,67.7
FARM_3762,Sahbhagi-Dhan (Drought Tolerant),0.84,0.77,28.3,260.0,0.457,0.45,81.2
FARM_3763,IR-64 (Standard),0.41,0.45,30.5,491.1,0.641,0.21,91.6
FARM_3764,IR-64 (Standard),0.23,0.37,27.4,246.3,0.578,0.29,34.5
FARM_3765,Sahbhagi-Dhan (Drought Tolerant),0.71,0.52,32.7,501.2,0.705,0.09,85.1
FARM_3766,Swarna-Sub1 (Flood Tolerant),0.44,0.68,28.2,257.8,0.523,0.34,61.9
FARM_3767,IR-64 (Standard),0.24,0.48,29.0,326.3,0.761,0.3,85.5
FARM_3768,Sahbhagi-Dhan (Drought Tolerant),0.95,0.59,29.3,-11.0,0.1,0.4,66.2
FARM_3769,Sahbhagi-Dhan (Drought Tolerant),0.9,0.5,43.1,343.5,0.646,0.37,34.5
FARM_3770,Swarna-Sub1 (Flood Tolerant),0.12,0.58,25.9,356.1,0.648,0.42,79.7
FARM_3771,Swarna-Sub1 (Flood Tolerant),0.24,0.28,28.1,438.2,0.625,0.28,82.7
FARM_3772,IR-64 (Standard),0.15,0.22,23.6,738.1,0.587,0.3,74.7
FARM_3773,Swarna-Sub1 (Flood Tolerant),0.11,0.28,31.0,489.5,0.748,0.16,92.6
FARM_3774,Sahbhagi-Dhan (Drought Tolerant),1.0,0.37,36.9,685.6,0.752,0.14,79.1
FARM_3775,Sahbhagi-Dhan (Drought Tolerant),0.76,0.35,29.1,693.7,0.632,0.46,62.7
FARM_3776,Swarna-Sub1 (Flood Tolerant),0.37,0.57,27.4,782.0,0.526,0.37,92.4
FARM_3777,Swarna-Sub1 (Flood Tolerant),0.22,0.47,29.8,318.8,0.669,0.16,93.5
FARM_3778,Swarna-Sub1 (Flood Tolerant),0.44,0.22,34.1,263.6,0.479,0.51,46.4
FARM_3779,Swarna-Sub1 (Flood Tolerant),0.28,0.22,35.5,476.7,0.718,0.18,82.6
FARM_3780,IR-64 (Standard),0.49,0.25,25.8,291.5,0.788,0.07,88.9
FARM_3781,Swarna-Sub1 (Flood Tolerant),0.48,0.41,32.6,454.1,0.689,0.32,88.6
FARM_3782,IR-64 (Standard),0.41,0.2,29.6,310.1,0.751,0.27,86.1
FARM_3783,Sahbhagi-Dhan (Drought Tolerant),0.73,0.5,35.8,256.2,0.567,0.36,59.8
FARM_3784,Swarna-Sub1 (Flood Tolerant),0.38,0.42,39.2,571.1,0.692,0.35,55.7
FARM_3785,IR-64 (Standard),0.46,0.53,37.3,873.0,0.671,0.31,69.7
FARM_3786,Swarna-Sub1 (Flood Tolerant),0.19,0.63,26.1,450.0,0.741,0.19,96.3
FARM_3787,Sahbhagi-Dhan (Drought Tolerant),0.79,0.35,26.6,555.5,0.763,0.15,86.6
FARM_3788,Sahbhagi-Dhan (Drought Tolerant),0.8,0.29,36.8,513.0,0.767,0.23,77.2
FARM_3789,Sahbhagi-Dhan (Drought Tolerant),0.7,0.37,29.6,493.1,0.672,0.28,86.6
FARM_3790,Swarna-Sub1 (Flood Tolerant),0.43,0.2,26.9,785.8,0.768,0.13,98.7
FARM_3791,Swarna-Sub1 (Flood Tolerant),0.45,0.27,24.5,444.7,0.523,0.52,56.8
FARM_3792,IR-64 (Standard),0.22,0.65,30.6,-147.8,0.1,0.27,0.0
FARM_3793,Sahbhagi-Dhan (Drought Tolerant),0.85,0.33,28.4,324.5,0.76,0.13,90.3
FARM_3794,Swarna-Sub1 (Flood Tolerant),0.16,0.8,31.6,521.3,0.776,0.11,100.0
FARM_3795,Sahbhagi-Dhan (Drought Tolerant),0.88,0.3,30.8,478.6,0.622,0.52,68.7
FARM_3796,Sahbhagi-Dhan (Drought Tolerant),0.72,0.67,25.1,454.1,0.699,0.16,99.5
FARM_3797,IR-64 (Standard),0.19,0.62,26.7,398.0,0.694,0.27,86.0
FARM_3798,IR-64 (Standard),0.33,0.39,33.8,517.2,0.709,0.17,89.0
FARM_3799,IR-64 (Standard),0.33,0.4,34.1,911.0,0.762,0.32,82.5
FARM_3800,IR-64 (Standard),0.18,0.54,28.5,434.7,0.581,0.36,80.6
FARM_3801,Sahbhagi-Dhan (Drought Tolerant),0.93,0.71,30.7,932.7,0.762,0.36,93.0
FARM_3802,IR-64 (Standard),0.35,0.43,25.8,594.3,0.799,0.09,100.0
FARM_3803,IR-64 (Standard),0.23,0.24,29.8,365.9,0.573,0.23,79.3
FARM_3804,IR-64 (Standard),0.19,0.42,34.4,673.4,0.698,0.19,85.4
FARM_3805,IR-64 (Standard),0.45,0.32,36.7,13.1,0.1,0.18,0.0
FARM_3806,Sahbhagi-Dhan (Drought Tolerant),0.7,0.76,29.5,496.9,0.736,0.16,100.0
FARM_3807,IR-64 (Standard),0.19,0.62,28.7,603.7,0.631,0.22,90.6
FARM_3808,Sahbhagi-Dhan (Drought Tolerant),0.76,0.23,24.3,606.2,0.59,0.38,78.8
FARM_3809,Swarna-Sub1 (Flood Tolerant),0.42,0.38,27.6,627.4,0.726,0.2,91.3
FARM_3810,Sahbhagi-Dhan (Drought Tolerant),0.92,0.23,29.7,644.9,0.677,0.13,91.8
FARM_3811,Sahbhagi-Dhan (Drought Tolerant),0.93,0.7,29.3,559.5,0.742,0.25,100.0
FARM_3812,IR-64 (Standard),0.33,0.74,27.7,644.6,0.582,0.51,83.1
FARM_3813,Swarna-Sub1 (Flood Tolerant),0.28,0.27,34.7,388.0,0.676,0.38,63.0
FARM_3814,Swarna-Sub1 (Flood Tolerant),0.41,0.46,31.7,735.3,0.682,0.16,88.1
FARM_3815,Swarna-Sub1 (Flood Tolerant),0.18,0.76,29.3,408.0,0.641,0.23,93.5
FARM_3816,Swarna-Sub1 (Flood Tolerant),0.28,0.29,32.7,731.4,0.618,0.59,59.7
FARM_3817,Sahbhagi-Dhan (Drought Tolerant),0.89,0.38,29.9,496.0,0.708,0.22,89.9
FARM_3818,Swarna-Sub1 (Flood Tolerant),0.48,0.38,36.2,543.6,0.444,0.68,53.8
FARM_3819,Sahbhagi-Dhan (Drought Tolerant),0.85,0.22,26.8,676.4,0.57,0.47,65.7
FARM_3820,Sahbhagi-Dhan (Drought Tolerant),0.72,0.22,31.3,801.3,0.758,0.13,89.6
FARM_3821,Sahbhagi-Dhan (Drought Tolerant),0.79,0.77,21.5,508.1,0.683,0.11,100.0
FARM_3822,Swarna-Sub1 (Flood Tolerant),0.27,0.54,28.4,543.2,0.539,0.3,88.0
FARM_3823,IR-64 (Standard),0.47,0.38,30.6,-16.6,0.1,0.33,0.0
FARM_3824,IR-64 (Standard),0.13,0.43,28.7,326.1,0.75,0.22,90.1
FARM_3825,Swarna-Sub1 (Flood Tolerant),0.42,0.63,25.6,197.8,0.222,0.37,30.8
FARM_3826,IR-64 (Standard),0.19,0.42,27.2,418.9,0.762,0.21,100.0
FARM_3827,IR-64 (Standard),0.23,0.34,26.0,366.4,0.748,0.17,87.6
FARM_3828,Sahbhagi-Dhan (Drought Tolerant),0.8,0.26,29.5,341.7,0.709,0.13,95.2
FARM_3829,Sahbhagi-Dhan (Drought Tolerant),0.92,0.64,33.1,293.3,0.795,0.1,96.3
FARM_3830,Swarna-Sub1 (Flood Tolerant),0.44,0.31,28.6,605.1,0.632,0.25,81.4
FARM_3831,Swarna-Sub1 (Flood Tolerant),0.33,0.24,37.2,141.9,0.148,0.23,0.0
FARM_3832,IR-64 (Standard),0.26,0.46,30.9,281.8,0.477,0.65,55.4
FARM_3833,Sahbhagi-Dhan (Drought Tolerant),0.96,0.22,21.8,506.6,0.65,0.32,74.6
FARM_3834,Swarna-Sub1 (Flood Tolerant),0.2,0.78,31.3,693.9,0.705,0.24,86.1
FARM_3835,Swarna-Sub1 (Flood Tolerant),0.42,0.58,29.8,314.0,0.673,0.39,81.2
FARM_3836,Swarna-Sub1 (Flood Tolerant),0.34,0.29,35.5,710.1,0.51,0.65,58.8
FARM_3837,Swarna-Sub1 (Flood Tolerant),0.25,0.3,29.9,-46.4,0.1,0.26,0.0
FARM_3838,Swarna-Sub1 (Flood Tolerant),0.1,0.54,29.0,500.4,0.563,0.47,67.1
FARM_3839,Swarna-Sub1 (Flood Tolerant),0.28,0.41,38.3,561.2,0.568,0.54,48.1
FARM_3840,IR-64 (Standard),0.21,0.66,21.6,302.3,0.646,0.44,79.9
FARM_3841,Sahbhagi-Dhan (Drought Tolerant),0.97,0.53,28.6,238.0,0.497,0.22,78.6
FARM_3842,Sahbhagi-Dhan (Drought Tolerant),0.95,0.46,31.1,525.3,0.535,0.48,73.7
FARM_3843,Swarna-Sub1 (Flood Tolerant),0.24,0.78,28.4,492.9,0.605,0.48,95.4
FARM_3844,Sahbhagi-Dhan (Drought Tolerant),0.94,0.43,21.6,337.7,0.7,0.13,88.0
FARM_3845,Sahbhagi-Dhan (Drought Tolerant),0.81,0.44,31.6,442.2,0.797,0.22,84.9
FARM_3846,Sahbhagi-Dhan (Drought Tolerant),0.73,0.6,28.2,379.6,0.768,0.26,88.2
FARM_3847,Swarna-Sub1 (Flood Tolerant),0.27,0.69,29.5,750.2,0.659,0.37,79.6
FARM_3848,Swarna-Sub1 (Flood Tolerant),0.26,0.58,35.0,636.0,0.67,0.29,98.5
FARM_3849,Sahbhagi-Dhan (Drought Tolerant),0.84,0.62,31.2,538.8,0.825,0.07,100.0
FARM_3850,Sahbhagi-Dhan (Drought Tolerant),0.82,0.42,27.5,877.4,0.703,0.39,78.4
FARM_3851,Swarna-Sub1 (Flood Tolerant),0.32,0.49,31.6,707.0,0.727,0.24,84.3
FARM_3852,IR-64 (Standard),0.44,0.32,28.3,748.8,0.745,0.31,72.5
FARM_3853,Sahbhagi-Dhan (Drought Tolerant),0.74,0.61,28.8,816.2,0.733,0.21,87.8
FARM_3854,IR-64 (Standard),0.34,0.33,33.0,468.8,0.677,0.32,84.0
FARM_3855,Sahbhagi-Dhan (Drought Tolerant),0.85,0.2,27.4,256.4,0.626,0.11,81.6
FARM_3856,IR-64 (Standard),0.43,0.76,32.2,143.2,0.136,0.28,3.5
FARM_3857,IR-64 (Standard),0.47,0.38,29.1,647.8,0.823,0.04,97.9
FARM_3858,IR-64 (Standard),0.36,0.32,28.0,306.7,0.586,0.5,82.1
FARM_3859,Swarna-Sub1 (Flood Tolerant),0.43,0.36,28.0,1165.4,0.597,0.54,62.2
FARM_3860,IR-64 (Standard),0.12,0.4,27.5,331.6,0.649,0.34,73.9
FARM_3861,IR-64 (Standard),0.46,0.48,30.4,297.0,0.653,0.4,68.7
FARM_3862,IR-64 (Standard),0.18,0.24,28.9,655.5,0.674,0.34,70.8
FARM_3863,Sahbhagi-Dhan (Drought Tolerant),0.93,0.23,35.5,659.7,0.572,0.69,56.1
FARM_3864,IR-64 (Standard),0.12,0.38,26.5,859.4,0.577,0.49,72.6
FARM_3865,Sahbhagi-Dhan (Drought Tolerant),0.94,0.38,32.2,450.1,0.531,0.6,70.3
FARM_3866,IR-64 (Standard),0.44,0.27,34.6,732.0,0.712,0.31,80.0
FARM_3867,IR-64 (Standard),0.47,0.44,36.9,467.5,0.664,0.55,58.1
FARM_3868,Swarna-Sub1 (Flood Tolerant),0.44,0.37,26.8,609.2,0.679,0.27,86.7
FARM_3869,Sahbhagi-Dhan (Drought Tolerant),0.84,0.22,34.1,457.3,0.804,0.07,90.2
FARM_3870,IR-64 (Standard),0.47,0.73,30.8,882.8,0.543,0.53,89.0
FARM_3871,Sahbhagi-Dhan (Drought Tolerant),0.92,0.73,34.2,953.5,0.717,0.15,100.0
FARM_3872,Sahbhagi-Dhan (Drought Tolerant),0.89,0.33,27.4,262.0,0.543,0.33,78.5
FARM_3873,Swarna-Sub1 (Flood Tolerant),0.17,0.3,29.5,755.4,0.608,0.52,62.5
FARM_3874,Swarna-Sub1 (Flood Tolerant),0.36,0.53,28.5,314.0,0.697,0.29,92.5
FARM_3875,Swarna-Sub1 (Flood Tolerant),0.49,0.58,28.2,732.4,0.7,0.22,85.2
FARM_3876,Swarna-Sub1 (Flood Tolerant),0.45,0.77,30.2,828.0,0.653,0.18,99.5
FARM_3877,Swarna-Sub1 (Flood Tolerant),0.44,0.43,40.0,307.6,0.582,0.38,54.6
FARM_3878,Swarna-Sub1 (Flood Tolerant),0.47,0.57,32.7,255.6,0.525,0.48,52.6
FARM_3879,Swarna-Sub1 (Flood Tolerant),0.46,0.73,28.6,401.0,0.713,0.17,90.0
FARM_3880,Swarna-Sub1 (Flood Tolerant),0.41,0.47,28.8,733.6,0.683,0.29,84.4
FARM_3881,IR-64 (Standard),0.39,0.27,32.3,595.1,0.678,0.33,76.5
FARM_3882,Sahbhagi-Dhan (Drought Tolerant),0.97,0.43,29.3,450.3,0.725,0.48,69.5
FARM_3883,Swarna-Sub1 (Flood Tolerant),0.35,0.28,29.3,644.2,0.698,0.22,77.6
FARM_3884,Swarna-Sub1 (Flood Tolerant),0.31,0.21,25.6,441.6,0.742,0.27,82.8
FARM_3885,Sahbhagi-Dhan (Drought Tolerant),0.96,0.65,29.8,526.4,0.59,0.4,90.8
FARM_3886,IR-64 (Standard),0.3,0.34,19.9,609.0,0.722,0.13,100.0
FARM_3887,Sahbhagi-Dhan (Drought Tolerant),0.73,0.2,22.9,595.5,0.743,0.2,80.4
FARM_3888,Sahbhagi-Dhan (Drought Tolerant),0.73,0.72,28.6,838.1,0.667,0.41,89.0
FARM_3889,Swarna-Sub1 (Flood Tolerant),0.37,0.47,32.6,259.5,0.525,0.4,58.0
FARM_3890,Sahbhagi-Dhan (Drought Tolerant),0.7,0.34,36.4,689.4,0.579,0.56,61.5
FARM_3891,Sahbhagi-Dhan (Drought Tolerant),0.86,0.36,31.6,311.9,0.736,0.15,92.2
FARM_3892,Swarna-Sub1 (Flood Tolerant),0.17,0.34,32.1,419.0,0.82,0.11,96.5
FARM_3893,Swarna-Sub1 (Flood Tolerant),0.29,0.32,30.5,468.1,0.856,0.05,93.4
FARM_3894,Swarna-Sub1 (Flood Tolerant),0.14,0.7,33.4,415.3,0.718,0.19,94.9
FARM_3895,Swarna-Sub1 (Flood Tolerant),0.23,0.3,30.9,231.0,0.305,0.66,0.0
FARM_3896,Sahbhagi-Dhan (Drought Tolerant),0.78,0.54,31.5,409.8,0.599,0.47,81.7
FARM_3897,Sahbhagi-Dhan (Drought Tolerant),0.96,0.25,23.7,554.5,0.602,0.43,72.7
FARM_3898,IR-64 (Standard),0.29,0.77,31.1,473.2,0.769,0.17,100.0
FARM_3899,IR-64 (Standard),0.2,0.56,30.1,794.5,0.609,0.46,87.4
FARM_3900,Sahbhagi-Dhan (Drought Tolerant),0.8,0.74,28.3,478.4,0.731,0.2,86.3
FARM_3901,IR-64 (Standard),0.24,0.44,28.6,503.0,0.739,0.2,83.4
FARM_3902,Sahbhagi-Dhan (Drought Tolerant),0.72,0.69,24.7,536.5,0.529,0.28,98.6
FARM_3903,IR-64 (Standard),0.17,0.71,32.2,473.4,0.615,0.38,91.8
FARM_3904,Swarna-Sub1 (Flood Tolerant),0.23,0.62,30.9,595.5,0.575,0.57,78.9
FARM_3905,IR-64 (Standard),0.13,0.26,30.3,396.4,0.775,0.15,88.2
FARM_3906,Swarna-Sub1 (Flood Tolerant),0.11,0.21,30.9,266.8,0.672,0.24,47.0
FARM_3907,Swarna-Sub1 (Flood Tolerant),0.34,0.3,25.0,485.7,0.756,0.11,82.2
FARM_3908,Swarna-Sub1 (Flood Tolerant),0.35,0.27,37.1,576.9,0.596,0.32,61.4
FARM_3909,Swarna-Sub1 (Flood Tolerant),0.31,0.64,33.8,532.6,0.589,0.6,77.2
FARM_3910,IR-64 (Standard),0.4,0.53,32.5,322.3,0.678,0.29,87.6
